simulation,investor 0,investor 1,investor 2,investor 3,investor 4,investor 5,investor 6,investor 7,investor 8,investor 9,investor 10,investor 11,investor 12,investor 13,investor 14,investor 15,investor 16,investor 17,investor 18,investor 19,investor 20,investor 21,investor 22,investor 23,investor 24,investor 25,investor 26,investor 27,investor 28,investor 29,investor 30,investor 31,investor 32,investor 33,investor 34,investor 35,investor 36,investor 37,investor 38,investor 39,investor 40,investor 41,investor 42,investor 43,investor 44,investor 45,investor 46,investor 47,investor 48,investor 49,investor 50,investor 51,investor 52,investor 53,investor 54,investor 55,investor 56,investor 57,investor 58,investor 59,investor 60,investor 61,investor 62,investor 63,investor 64,investor 65,investor 66,investor 67,investor 68,investor 69,investor 70,investor 71,investor 72,investor 73,investor 74,investor 75,investor 76,investor 77,investor 78,investor 79,investor 80,investor 81,investor 82,investor 83,investor 84,investor 85,investor 86,investor 87,investor 88,investor 89,investor 90,investor 91,investor 92,investor 93,investor 94,investor 95,investor 96,investor 97,investor 98,investor 99,investor 100,investor 101,investor 102,investor 103,investor 104,investor 105,investor 106,investor 107,investor 108,investor 109,investor 110,investor 111,investor 112,investor 113,investor 114,investor 115,investor 116,investor 117,investor 118,investor 119,investor 120,investor 121,investor 122,investor 123,investor 124,investor 125,investor 126,investor 127,investor 128,investor 129,investor 130,investor 131,investor 132,investor 133,investor 134,investor 135,investor 136,investor 137,investor 138,investor 139,investor 140,investor 141,investor 142,investor 143,investor 144,investor 145,investor 146
26,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1110.551135,1136.785112,1144.559260,1273.973612,1273.973612,1273.973612,1273.973612,1273.973612,1273.973612,1273.973612,1273.973612,1273.973612,1371.807758,1465.584488,1637.116664,2142.929698,2142.929698,2142.929698,2142.929698,2142.929698,2142.929698,2142.929698,2142.929698,2142.929698,1416.143568,1575.378082,1629.018264,2188.516376,2161.572328,2161.572328,2161.572328,2161.572328,2161.572328,2161.572328,2161.572328,2161.572328,1468.852900,1626.502381,1697.871131,2184.593065,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,1897.983258,2396.661615,2617.758203,2184.593065,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,3489.338827,2901.789043,2243.842243,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2856.654069,2243.842243,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2243.842243,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063,2163.652063
27,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1159.392760,1181.790915,1248.787962,1356.514848,1356.514848,1356.514848,1356.514848,1356.514848,1356.514848,1356.514848,1356.514848,1356.514848,1159.392760,1181.790915,1248.787962,1356.514848,1356.514848,1356.514848,1356.514848,1356.514848,1356.514848,1356.514848,1356.514848,1356.514848,1505.980800,1659.893226,2011.380596,2287.842032,2230.133863,2230.133863,2230.133863,2230.133863,2230.133863,2230.133863,2230.133863,2230.133863,1525.165984,1734.966099,2261.479636,2333.730850,2275.242837,2275.242837,2275.242837,2275.242837,2275.242837,2275.242837,2275.242837,2275.242837,1557.399134,1755.055364,2311.341059,2379.654910,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,1742.822829,1862.366532,2608.645324,2379.654910,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,3095.245604,2808.549765,2379.654910,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,3005.519203,2416.754820,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2416.754820,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772,2311.090772
28,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1124.001130,1140.476456,1173.961605,1299.674104,1299.674104,1299.674104,1299.674104,1299.674104,1299.674104,1299.674104,1299.674104,1299.674104,1124.001130,1140.476456,1173.961605,1299.674104,1299.674104,1299.674104,1299.674104,1299.674104,1299.674104,1299.674104,1299.674104,1299.674104,1360.926004,1472.427217,1587.861400,2215.513732,2215.513732,2215.513732,2215.513732,2215.513732,2215.513732,2215.513732,2215.513732,2215.513732,1309.535494,1510.237386,1820.245482,2187.972747,2177.198001,2177.198001,2177.198001,2177.198001,2177.198001,2177.198001,2177.198001,2177.198001,1547.935139,2210.322419,2689.357309,2175.709571,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,3089.877544,2978.482990,2190.343970,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2905.558886,2190.343970,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2190.343970,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189,2164.995189
29,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1075.327217,1085.605624,1116.024565,1218.093778,1218.093778,1218.093778,1218.093778,1218.093778,1218.093778,1218.093778,1218.093778,1218.093778,1302.326620,1455.967589,1847.240701,1931.582050,1901.864746,1901.864746,1901.864746,1901.864746,1901.864746,1901.864746,1901.864746,1901.864746,1362.708403,1580.572617,1937.590765,2031.375203,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,1930.857007,2482.436039,2199.949107,2031.375203,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2967.222931,2417.134812,2031.375203,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2417.134812,2049.985970,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2049.985970,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148,2006.051148
30,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1396.353922,1497.031849,1851.757125,2080.909686,2044.219511,2044.219511,2044.219511,2044.219511,2044.219511,2044.219511,2044.219511,2044.219511,1523.797583,1569.789771,2144.703788,2139.690658,2103.336806,2103.336806,2103.336806,2103.336806,2103.336806,2103.336806,2103.336806,2103.336806,1522.743538,1577.973542,2179.790042,2253.400598,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,1522.743538,1577.973542,2179.790042,2253.400598,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,1846.997058,2509.280102,2643.258920,2408.029851,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,3327.113137,2796.336767,2424.195255,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2945.438844,2424.195255,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2424.195255,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174,2175.069174
31,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1085.509069,1112.666316,1201.615248,1256.640198,1256.640198,1256.640198,1256.640198,1256.640198,1256.640198,1256.640198,1256.640198,1256.640198,1297.844358,1411.090065,1678.060374,2085.824647,2085.824647,2085.824647,2085.824647,2085.824647,2085.824647,2085.824647,2085.824647,2085.824647,1312.713137,1381.468223,1685.478979,2079.395005,2079.395005,2079.395005,2079.395005,2079.395005,2079.395005,2079.395005,2079.395005,2079.395005,1426.478318,1580.888353,2354.090456,2196.368419,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,1668.821784,2095.962833,2638.271469,2196.368419,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,3090.000615,2902.767806,2223.601702,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2902.767806,2195.242124,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2195.242124,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945,2148.103945
32,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1068.088268,1089.742886,1098.140162,1215.612134,1215.612134,1215.612134,1215.612134,1215.612134,1215.612134,1215.612134,1215.612134,1215.612134,1200.650903,1313.406374,1594.220032,1859.331249,1859.331249,1859.331249,1859.331249,1859.331249,1859.331249,1859.331249,1859.331249,1859.331249,1346.072941,1496.458766,2049.003723,1917.468642,1917.468642,1917.468642,1917.468642,1917.468642,1917.468642,1917.468642,1917.468642,1917.468642,1564.603194,1983.880251,2156.333258,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,2988.923387,2367.182255,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,2256.487195,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103,1953.572103
33,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1139.595015,1184.028551,1211.804369,1243.904925,1281.281193,1275.548226,1275.548226,1275.548226,1275.548226,1275.548226,1275.548226,1275.548226,1139.595015,1184.028551,1211.804369,1243.904925,1281.281193,1275.548226,1275.548226,1275.548226,1275.548226,1275.548226,1275.548226,1275.548226,1139.595015,1184.028551,1211.804369,1243.904925,1281.281193,1275.548226,1275.548226,1275.548226,1275.548226,1275.548226,1275.548226,1275.548226,1399.415584,1593.701878,1769.407335,2041.213434,2122.208507,2109.507331,2109.507331,2109.507331,2109.507331,2109.507331,2109.507331,2109.507331,1418.456529,1662.346745,2101.985731,2325.770354,2337.730907,2222.649944,2222.649944,2222.649944,2222.649944,2222.649944,2222.649944,2222.649944,1471.463771,1766.412899,2393.389392,2359.407433,2370.911719,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,1904.261957,2496.505496,2398.763898,2359.407433,2370.911719,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,3256.985257,2613.388084,2347.246591,2370.911719,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2790.219498,2347.246587,2398.162981,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2347.246587,2398.162981,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2398.162981,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639,2267.801639
34,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1100.921283,1127.006097,1144.480488,1258.431229,1258.431229,1258.431229,1258.431229,1258.431229,1258.431229,1258.431229,1258.431229,1258.431229,1418.637513,1471.102537,1702.848565,2137.846725,2129.158290,2129.158290,2129.158290,2129.158290,2129.158290,2129.158290,2129.158290,2129.158290,1418.637513,1471.102537,1702.848565,2137.846725,2129.158290,2129.158290,2129.158290,2129.158290,2129.158290,2129.158290,2129.158290,2129.158290,1455.361451,1505.971662,1708.690881,2194.837553,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,1679.810126,2447.457543,2490.354927,2194.837553,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,3570.711328,2996.010119,2433.588750,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,3178.773616,2415.660524,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2415.660524,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621,2168.953621
35,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1409.664164,1554.716209,1762.415840,1959.589409,2104.017165,2104.017165,2104.017165,2104.017165,2104.017165,2104.017165,2104.017165,2104.017165,1443.610318,1595.417568,1850.929694,1966.444316,2181.816738,2181.816738,2181.816738,2181.816738,2181.816738,2181.816738,2181.816738,2181.816738,1464.591163,1727.884927,2122.487523,2425.406127,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,1464.591163,1727.884927,2122.487523,2425.406127,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2065.719326,3009.144773,2658.056638,2425.406127,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,3409.627463,2928.907687,2664.274540,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2800.261670,2550.435199,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2431.173678,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850,2245.120850
36,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1099.484933,1122.291281,1173.780375,1231.791513,1231.791513,1231.791513,1231.791513,1231.791513,1231.791513,1231.791513,1231.791513,1231.791513,1099.484933,1122.291281,1173.780375,1231.791513,1231.791513,1231.791513,1231.791513,1231.791513,1231.791513,1231.791513,1231.791513,1231.791513,1335.657345,1593.838869,1811.562059,2074.368427,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,1931.716172,2720.728838,2385.823944,2074.368427,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,3384.981394,2624.972848,2112.418451,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2617.316439,2112.418451,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2112.418451,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249,2025.202249
37,1259.209320,1307.029915,1525.523128,1525.523128,1525.523128,1525.523128,1525.523128,1525.523128,1525.523128,1525.523128,1525.523128,1525.523128,1259.209320,1307.029915,1525.523128,1525.523128,1525.523128,1525.523128,1525.523128,1525.523128,1525.523128,1525.523128,1525.523128,1525.523128,1669.841350,1813.755846,2585.302389,2700.495165,2700.495165,2700.495165,2700.495165,2700.495165,2700.495165,2700.495165,2700.495165,2700.495165,1669.841350,1813.755846,2585.302389,2700.495165,2700.495165,2700.495165,2700.495165,2700.495165,2700.495165,2700.495165,2700.495165,2700.495165,1669.841350,1813.755846,2585.302389,2700.495165,2700.495165,2700.495165,2700.495165,2700.495165,2700.495165,2700.495165,2700.495165,2700.495165,1604.275830,1893.882151,2535.951841,2566.849373,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,1604.275830,1893.882151,2535.951841,2566.849373,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2030.389716,2682.341774,2595.686052,2566.849373,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,4005.975722,2810.969191,2599.975432,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,3210.980318,2599.975432,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2599.975432,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819,2413.840819
38,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1069.733834,1088.389790,1148.046161,1180.645717,1222.154518,1222.154518,1222.154518,1222.154518,1222.154518,1222.154518,1222.154518,1222.154518,1069.733834,1088.389790,1148.046161,1180.645717,1222.154518,1222.154518,1222.154518,1222.154518,1222.154518,1222.154518,1222.154518,1222.154518,1316.139733,1469.341884,2099.220503,2106.466305,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,1817.250599,2213.639635,2207.294457,2138.107542,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,3113.631490,2242.790161,2113.608168,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2255.264908,2113.608168,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2113.608168,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388,2005.798388
39,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1123.184380,1141.521026,1169.943210,1289.279774,1289.279774,1289.279774,1289.279774,1289.279774,1289.279774,1289.279774,1289.279774,1289.279774,1123.184380,1141.521026,1169.943210,1289.279774,1289.279774,1289.279774,1289.279774,1289.279774,1289.279774,1289.279774,1289.279774,1289.279774,1417.162504,1459.152759,1601.057232,1945.349650,2286.725508,2286.725508,2286.725508,2286.725508,2286.725508,2286.725508,2286.725508,2286.725508,1447.230483,1485.814914,2183.889694,2256.116451,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,1447.230483,1485.814914,2183.889694,2256.116451,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2431.387531,2751.282696,2841.017134,2256.116451,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,3617.160795,2960.005385,2436.292200,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2684.249376,2436.292200,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2436.292200,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586,2260.689586
40,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1123.940729,1147.416265,1183.727398,1259.601822,1259.601822,1259.601822,1259.601822,1259.601822,1259.601822,1259.601822,1259.601822,1259.601822,1455.272313,1541.498858,1658.427538,2000.716374,2000.716374,2000.716374,2000.716374,2000.716374,2000.716374,2000.716374,2000.716374,2000.716374,1455.272313,1541.498858,1658.427538,2000.716374,2000.716374,2000.716374,2000.716374,2000.716374,2000.716374,2000.716374,2000.716374,2000.716374,1461.915553,1541.788816,1572.875292,2011.049648,1991.573274,1991.573274,1991.573274,1991.573274,1991.573274,1991.573274,1991.573274,1991.573274,1762.874666,2046.440401,2118.997948,2044.893235,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2903.605805,2724.071024,2096.070061,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2576.361741,2096.070061,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2096.070061,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176,2024.593176
